	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM12_FDME220007446-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Chloropicon primus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979630094	0	0.815529451	1.06278842	0.842000088	1.194781635	0.898914209	0	0	2.289032482	1.595655302	1.674564161	0	0.711401201	0.919083952	0.884342606	0	0	0	0	0.58908728	0.835930692	0	0.610969495	0.713160387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15617419	0	0	0	1.927252491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.399097125	1.514585715	2.085532391	1.359352821	1.360891215	0	0.934744804	1.727725243	2.214466415	1.670011404	2.680246071	1.693317782	0	0	1.086571737	0	1.106570585	0	1.739471631	0	0	0	0	1.771782334	1.012189386	0.82260977	0	1.080159133	0.749131008	0	0	0	0	0	0.620890464	0.936975421	0	0	0	1.323102618	1.275993868	0	1.072863399	0	0
Phaedon cochleariae	0	0	5.130719021	0	6.713287018	0	0	8.931767067	0	0	0	0	0	0	0	27.49757485	18.5545087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.723122655	6.461994826	0	0	0	0	0	4.088511807	0	5.680499346	0	6.616667811	0	4.611216312	0	0	0	0	0	0	0	0	0	0	8.939166185	0	0	16.38732731	5.283201351	4.971819684	0	0	7.481823352	8.033351968	9.219060292	0	19.04630506	16.34632621	16.02801598	26.39357345	24.09736284	0	0	18.07527404	10.05622082	0	0	0	7.470293969	0	0	0	0	0	6.423433093	6.636131465	5.562400953	6.609114542	0	0	0	6.367624657	5.78567999	0	12.41684053	0	7.660675384	0	7.539796067	0	0	8.531344753	8.541365696	0	5.220680206	6.587272948	4.780775319	6.387464157	0	0	5.911573915	0	0	6.924147485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lotharella globosa	1.385779537	0	0.330145917	1.430617525	0.541502683	0.557739201	1.714953122	0.478579946	0	0	0	0	0	0	0	0	0	6.000144756	1.372469778	4.829119287	5.478126014	4.538753956	5.598677548	4.956011621	2.884648769	2.844936114	2.3746372	2.345480896	0.712740581	3.098071054	2.733088525	2.289442661	1.693317494	0	2.824782635	2.176277515	2.458885237	2.748179778	2.647733691	3.481659659	3.262286056	2.491141573	0	0	0	0	0	0	0	0	0	0	0.320658294	0	0.995706147	0.600935017	0.492917408	0	0	0	1.069351572	0.753916363	0.881155299	0	0	0	0	0	0.319899733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344421096	0	0	0	0	0	0.324995067	0	0	0	0	0.55890349	0	0	0	0	0.544655801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicosporidium sp. ATCC 50920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.600099235	7.565268083	5.191501962	13.78404786	35.15131918	13.67708403	5.005548931	13.71365599	0	0	8.828867646	26.94071419	16.03152067	5.583245202	0	7.744496459	7.672199256	4.439658658	4.961379286	7.755014028	0	10.33594502	8.834427513	0	0	0	5.962158646	0	0	0	0	0	0	12.16224802	0	0	0	0	12.5348151	0	0	0	4.926825606	5.415100773	7.969275933	0	0	0	7.400305068	8.190469003	0	8.617074401	11.82485638	8.908133062	13.94125068	8.224944772	4.91908177	10.82827752	0	7.862372179	5.025043643	0	7.154684954	5.54385695	6.160516951	0	0	5.079251985	8.256088519	0	4.956964774	0	0	3.870302146	0	0	0	6.266302224	0	0	0	0	0
Lotharella oceanica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.850760788	2.691777734	0	2.146979787	0	0	2.709070247	0	0	2.495128573	4.277686615	0	0	2.597561658	6.063171806	3.213504275	2.476431644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.074655372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.287704248	0	0	0	0	0	0	2.448005963	0	4.312513551	3.804254825	17.72350116	4.137098546	6.000018064	5.113861376	10.53231252	9.040985074	12.34217144	7.713891006	1.769604028	3.956487231	5.084821097	17.92208971	2.322723011	0	5.289676458	0	0	3.301378376	0	0	0	3.542445118	9.029210348	6.777766836	0	6.586143973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.415945037	0	3.847221357	0	0	4.028647728	0	0	1.742484955	0	4.782744488	2.061001545	0	4.90723458	2.610841685	0	0	0	0	2.397084824	1.949954427	0	0	0	0	0	0	0	0	0	0	0	0	0
Aphis craccivora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.939264882	6.08390294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.384869526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.290051145	0	0	0	0	5.299702919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.320104048	6.472211012	0	3.499553176	2.856295299	0	6.946067718	2.564329969	0	0	0	0	13.47063057	5.36562576	0	0	0	5.04666113	10.34761053	3.592129282	4.065982678	0	3.188193369	5.831902644	0	0	0	0	0	0	0	0	0	0	0	0	0	3.907639777	0	3.155932231	0	0	2.914279419	0	0	5.830581422	2.709434391	4.91875154	4.047604776	3.515683416	0	3.498993374	2.889126589	0	3.882690526	5.158018554	3.605550158	4.645038435	3.870925545	0	4.526919336	3.61057895	5.480367338	4.351539242	5.41189208	0	3.793317811	3.891871557	4.616624156	0	6.416114028	0	3.146956722	3.780875157	2.953499053	0	0	0	3.195804982	0	0
Graphocephala atropunctata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.872569744	4.882939314	0	0	3.968543516	3.945221567	0	5.69580106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.994377168	0	0	0	0	0	0	0	0	0	7.131940836	0	0	0	8.670940049	8.317862815	7.035783506	0	0	0	0	0	0	0	0	0	0	7.577488362	0	0	0	0	0	0	0	0	7.655453257	0	5.363872303	0	12.06526203	7.90078333	5.556861824	5.201416563	5.181198745	5.467787245	12.02124066	8.835568248	9.908180185	14.4046958	13.2336643	8.142759148	9.970997374	9.656040403	18.12978672	15.16589102	11.12725697	13.52335958	0	10.4248384	17.51956491	12.93718631	8.418856487	15.39987203	8.915041281	22.97970299	13.02530877	18.18973523	9.877484147	18.21308546	0	6.496656338	5.354981547	5.876443608	0	0	7.020882117	0	7.079432805	6.969979884
Anopheles gambiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.11604673	0	8.124391208	6.435044841	8.182518852	3.975737262	0	0	0	9.02154583	15.32577779	0	12.86389985	6.034708593	5.402280396	0	19.51734694	8.194215945	5.212578724	0	5.424203095	4.650207536	7.500139164	6.53989393	0	0	0	0	0	0	0	0	0	5.47660329	9.295056234	10.60263419	7.930542676	10.15586092	12.37054426	18.83614106	6.494137847	8.086775488	6.416064425	17.36635814	13.92270076	15.75880743	7.519198689	0	11.59335569	7.601901567	9.827852492	7.833441083	9.3990737	6.598716475	4.553937259	7.987663532	6.073645244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.854306994	7.145063506	0	0	0	0	0	0	0	0	0	0	0	5.171366209	8.016538449	4.694145494	0	0	9.522178088	6.830305926	8.988867512	9.72737032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydomonas eustigma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.390554885	1.877369837	3.470317072	1.980230474	0	1.957450594	0	0	0	1.769660839	0	0	0	0	1.219655029	0	0.642448685	0	0	0.712307693	0.741867912	0	0	0	0	0.626535414	1.117222974	0	0	0	0	2.354018423	0	0	0	0	0.832273349	2.063987178	0.781177599	0.660003248	1.240539501	3.225179778	2.537945862	0	0	0.964999218	1.633182077	1.141636015	0	1.510503676	2.798558084	4.317667066	2.917715694	1.96054452	2.207020729	4.039724221	1.043025288	2.983177822	1.862437909	0	1.70236043	2.062179278	2.004771482	0.384767933	2.950906321	2.85889983	3.470436189	0.462294268	2.566157177	2.326443703	1.828103445	1.172198433	0.402135476	1.257625106	0	1.006839379	0	0	0	0.558110339	0.468871629
Phaeocystis cordata	0	0	0	0	0	0	0	0	14.11825963	6.002912643	4.206516332	6.045602837	9.870765697	5.1048089	7.364624714	0	0	1.685049405	0	0	0	0	0	0	0	1.469259447	2.565623383	1.961321865	0	1.264127629	1.8625801	1.496691882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.259230892	0	1.64860853	1.409459924	1.282415924	2.64484827	0	1.68549619	1.389685671	1.868560666	1.540131186	0.931779164	2.531934904	0	1.628408438	0	0	1.324835464	1.405839059	0	0	0	0	0	0	0	0	0	1.419408273	0	0	0	2.349979507	0	0	1.727922001	1.174702185	1.932359754	0	1.194309764	0	1.851573616	0.909047275	0	0	0.97066449	0	0	0	0	0	0	1.737446264	0	0	0	0	1.475759714	2.628087289	0	0	0	1.656515224	0.880493652	0	0	0	0	1.142874223	0	1.150174835	0	1.670477375	0	0	0	0	0	0	0	0	0	0	1.63254464	0.853103636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.113444342	0	0	1.438222285	1.340301045	0
Dendroctonus ponderosae	9.452404817	0	0	3.899978667	0	0	7.691385564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.106160385	4.010888511	3.020028804	2.641464464	5.306703023	3.645053986	2.65934468	2.66659776	3.505710828	0	3.145583403	2.469242546	3.456750817	3.415105308	0	1.978643991	2.030714468	3.026535027	4.557366031	2.793400027	3.190105578	2.219628425	2.770815982	0	0	0	0	0	0	0	0	0	0	0	0	0	3.139897667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.185506186	3.041074659	2.35027121	0	0	0	2.503316909	0	0	0	0	4.544639161	3.591601395	3.362818839	0	1.63773482	5.212659054	2.993015141	0	1.942937354	1.732893472	3.944350303	0	0	0	1.823539021	0	0	0	0	2.348870325	1.663705759	3.826028867	3.439440903	0	0	0	0	3.626821779	0	1.962221122	0	0	1.736587052	1.487582998	0	0	2.14556029	2.821527906	4.439020289	0	4.924636649	2.585686149	4.058468554
Paulinella micropora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34397261	0	1.420947558	1.253033211	0	1.200236669	1.844452349	2.025284084	4.198684856	2.928103842	2.909373755	7.090011646	1.961885088	8.043867927	2.451967476	3.82637219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27226889	0	0	0	4.188413719	2.167234362	1.319732343	1.284604009	4.214196052	4.908699212	2.00084248	1.530790845	0	2.884720043	4.420199213	6.451572781	1.579262462	1.786477198	2.757935854	3.406374205	2.769615368	5.557042625	0	0	0	3.775879545	3.290580151	2.442765638	0	0	2.677037509	1.58003126	1.801354791	4.373607753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.652713225	0	2.06068809	0	1.78743361	1.434729527	4.162893748	1.984829468	3.618244925	0	1.276083779	1.704309924	0	1.231263571	2.511193496	0	1.4860049	4.526645799	0	0	1.881028282	0	0	0	0	0	0	0	0	0	0
Sarcoptes scabiei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.890600125	0	4.613096103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.801456095	0	0	5.809395232	4.584199776	0	3.77452959	5.094724942	7.044835749	0	5.434711613	0	0	0	0	0	0	0	5.083110923	0	0	0	0	0	0	0	7.062401844	0	4.846965465	0	0	0	0	0	0	0	8.397628305	0	0	0	5.398500954	0	0	0	7.058541756	0	0	0	0	0	0	0	5.52919163	6.20353143	0	0	0	0	0	0	0	0	7.101795184	6.115465737	5.831517871	7.334208653	5.069997256	6.578403582	6.779181982	5.298406915	5.362086586	5.48918455	6.780751678	6.963247871	6.12486917	9.541996308	8.491037329	6.986034357	6.986948718	0	6.754754587	0	6.069923286	6.40258758	5.043094298	8.760012211	6.799043061	4.548402534	5.13115434	0	7.465068342	0	5.523022941	0	5.862532635	4.654873285	10.21208212	0	6.704959399	0	6.263781703	8.969242102	4.769283537	12.59799943	8.296214848	6.738781853
Raphidocelis subcapitata	0	0	0	0	0	0	0.777925917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.698539508	0.956706738	0	0	0	1.232869443	0	0.494492677	0	0	0	0	0	0	0	0	0	0	0.419430325	0	0.323302124	0	0	0	0	0	0.327222024	0.370845711	0.321128655	0.322526035	0	0	0	0.521229969	0	0	0	0	0	0	0.440884401	0	0	0	0	0	0	0	0	0	0.685673288	0	0	0	0	0	0	0	0	0	0	0	0.677129193	0.596167839	0.409904999	0	0.466012854	0.524279099	0	0	0.320394846	0	0	4.597442608	2.675715283	3.535352558	3.520667375	2.661142684	0	3.080473782	3.708564179	3.687587272	0	0	4.04129151	3.883829339	0	2.372169379	0	2.215531694	0	0.479518568	0.388305405	0	0	0	0.345868702	0.438753307	0.298556536	0	3.617906422	0.535872569	0.560085239	0.371387944	0.709075254	0.964174974	0.44236829	0	0.47743004	0.542131309	0.51701901	0.900672729	1.115546843	0.755748836	0.648094265	0.316226979	0	2.736756718	0.467699393	2.584790013	0.644386226	0
Haptolina brevifila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935252965	0	0.959109042	0.631415888	1.707820553	1.284002162	1.6026371	1.233361815	1.011860982	0.896279174	1.17489004	0	0.73074074	1.504287658	0	1.026261636	0	0	0	1.571522658	2.259097978	1.785823361	2.007879562	1.33401741	1.963200984	1.023828251	1.058971186	0.837138908	1.002204049	0	0	0.826747024	0	0.858912512	0	0	0.656672851	1.308183594	0.731254049	1.458177764	1.319429244	0	0	1.239843811	1.139125814	0	0	0	0.869799141	0	0	0.981108643	0.720216823	0	0	0	0.821959407	0	0	0	0	0.984327726	0	0	0	0	0	0	0	0	0	0	0	0.697688873	0	0	0	0	0	0	0	0	0	0	0	0	0	0.823650091	0	0	0	0.719458655	0	0	0	0	0	0	0	0	0.884397369	0	0	0	0.848688057	0.91327102	0.889892734	0.995838748	0.887121775	0	0.863282983	0	1.121976012	0.919916116	0	0	1.046245841	0.726736643	0.747625546	0	0	0	1.097288195	0	0	0	0	0.8100563	0	0.882473451	0	0	0	0	1.406131461	0	0.944351874	0.500912265	0.584338393
Polysphondylium violaceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.743802581	0	0	2.183289578	1.307415277	0	0	0	0	0	2.049314826	0	0	0	0	0	0	0	0	0	0	0	0	1.375527537	0	0.892634956	2.103514851	1.08337198	0.742938233	2.482862952	1.295686182	2.481240279	2.108850083	1.539679051	1.519788104	1.301667316	0	1.639569564	3.307555618	4.172576186	1.517559761	1.045286096	1.586127318	2.44729571	2.993872281	0	0	0	2.678445473	1.789501671	2.672007889	0	0	1.960293954	5.588941097	3.98349063	3.082104091	2.121744777	2.32449237	3.423039204	0	0	5.092261937	4.251873475	4.111742513	0	0.912876723	4.43971353	2.591488282	0.802719747	3.033244692	1.036818221	4.413665426	0	1.357889868	1.021876758	0.989601846	0	0	1.54458	0	0	0.792779829	3.975795016	0	0	0.943167751	0	1.467909557	1.099715279	0	0	0	0	1.699117478	0.656307553	0	0	2.079387161	1.050514171	3.385948351	0	1.305670316	1.06685259	0
Reticulomyxa filosa	0	0	0	0	0.278646772	0.199558866	0.2663016	0	0.095104894	0	0	0.102537677	0.176694829	0.087911185	0	0	0.08530521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428693094	1.237086498	2.52231873	0.350782429	2.009515895	0.649348174	0.325989565	41.97698812	0.717512016	1.327419002	0.51907457	1.248910366	0.546048535	0.662089061	0.71971857	0.910643836	0.638865911	0	0.140397044	0.105466036	0.108603543	0.126562076	0	0.062903465	0.083985702	0	0.072099689	0	0.081255476	0.288387017	0.100664445	0	0	0.12452591	0	0.085372056	0.10327712	0	0.255054387	0.250665324	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078278587	0	0	0	0.106831612	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091644997	0	0	0.193791108	0.131602365	0.141671257	0.254979301	0	0	0	0.058161341	0	0.09401094	0	0	0	0	0	0	0	0.097252556	0.099598977	0.231691186	0	0	0	0.138891641	0.099413791	0.370517394	0	0.121044492	0	0	0.095027761	0	0.101027544	0	0.237777044	0	0.13796766	0	0.073141689	0	0	0	0	0	0	0	0	0	0
Scenedesmus sp. NREL 46B-D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.842926022	0	1.526883405	0	1.680373838	0	0	0	0	0	0	0	0	0	0	0	0	2.28978198	0	2.909302275	6.151403702	2.697325895	4.257721823	4.225980695	2.950110497	1.976340906	2.717932132	3.386702277	0	0	0	2.507229282	6.730466913	1.360137977	0	0	0	1.934287778	1.144575684	0.962131091	2.936139331	0	0	2.662097175	1.405390517	1.952374081	0.960111279	1.538411716	0	4.488419173	0.905225245	6.039610788	7.9792201	7.235237347	0.871402252	1.193827386	1.512368164	4.599081927	0	0	0	0	0	0	0.922811359	0	0	0	2.025446023	3.174060466	0	0	0	1.195047092	7.429269826	0	1.167226736	0	2.967849921	3.045498167	0	0	0	0	0	0	1.436579557	0	0	0	1.899606046	2.666154481	0	0	3.180101999	0	2.549128345	0	2.08804568	0.829883422	2.469209319	0.844775248	1.082376693	0	0.833319897	1.270385737	1.230515457	0	0	0	1.386599248	1.127485126	0	1.104509234	0	3.161842699	0.800209569	1.320684582	0	0.86150518	0	1.314057408	0	0	0	0	0	0	0	0
Dicloster acuatus	0	10.15781738	5.839193649	0	0	7.553813181	0	0	0	0	0	0	0	0	0	13.80767618	10.63678831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.522926998	0	5.69157372	0	0	0	0	0	0	0	6.321371451	0	0	7.305934987	0	8.376618219	0	7.413074785	0	0	0	0	0	0	0	7.002986822	0	6.965151922	4.127230451	0	0	0	0	6.584884241	0	6.398966181	5.784319735	8.41836493	6.558589743	0	0	0	0	0	9.819754673	8.081016833	0	0	0	7.350160533	0	7.427718883	5.031276224	8.406132384	0	0	5.226341792	9.266068117	8.622916088	13.00920263	10.35450425	5.875801506	9.539147672	5.890165836	0	14.40552819	10.44612952	17.05292855	15.89576216	11.01006296	0	9.381924644	10.79079546	20.89553086	14.22963706	16.76835961	12.39173407	8.363959331	6.120467857	14.28016437	16.97336072	13.67164005	16.07232493	10.48714844	8.328158514	12.33684214	21.39214697	11.79164152	14.82946901	8.449152923	7.138913687	17.34097517	6.26314752	10.3838292	0	8.180170245	0	0	4.881903848
Glossina brevipalpis	3.006906817	0	1.470673185	0.690801584	0	0.499154836	0.70271606	0	0	0	0	0	0	0	0	39.19327555	0	2.860261032	1.778748518	3.615740584	4.198564659	3.795325951	5.188665541	7.469438718	6.065600681	0	0	0.88935657	0.910767035	0	1.540326557	0.639072767	0.707569793	0	0	0	0	0	0	0	0	0	0.533063046	1.207729608	1.862833569	0.845378672	0.93665485	1.366796145	1.152006366	0.779123273	0	0.927236	1.298497436	0.794667566	0	0	0	0.986603755	0	0	0	0.707676649	1.842681442	1.05479147	0	1.023580505	3.744925289	3.211608026	2.410065463	0	0.799922349	3.227349509	3.110335025	1.043391902	1.601515597	0	0.700242173	0	0	0	0	0	0.570283813	0	0	0	0	1.233867321	0	0.721703705	1.155067877	1.451874367	0	1.101215282	0	1.127347173	0	2.996917031	0	0	0	0	3.750105788	1.124081934	1.133734699	0.801395932	0	2.639958302	1.419098341	1.500437008	1.702168433	0	0	0	0.908509087	0.795042931	0.890816825	0	0	0	0	0	0	0	0.821353564	0	0.799556431	0.879194509	0	0	0	0	0.85686215	0	0	0	0	0	0	0	0	1.730269266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photinus pyralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.452912278	1.495545033	0	0	0	0	2.880184798	6.817827179	5.974655419	8.094088895	94.70172523	7.988027259	8.263865746	6.791386992	1.980395744	0	7.496358425	6.952337036	5.976221826	2.048187827	1.638827857	0	5.279863222	1.12142379	1.633321978	1.480560753	6.223951499	5.792677633	13.9255416	0	0	3.923540046	2.456164755	4.18615091	6.175298922	0	0	0	2.700307541	9.706951493	0	0	0	0	21.2675995	9.703205131	4.603110968	6.838193933	5.775280198	9.722828068	14.7097791	1.842270729	4.347110543	10.8024359	5.730407924	8.058347291	4.220629942	8.176807358	0	4.749816109	3.744529166	5.472653987	6.249554757	3.110056132	0.98698629	1.953227533	1.953452351	4.846796676	1.478959578	2.240587401	6.095964599	0	0	1.465143596	16.09321135	0	2.563094197	1.380355654	0	2.924737145	0	2.315965542	3.331824097	9.571309177	3.537462985	2.459041705	6.080214305	4.547793974	4.532796189
Tetradesmus obliquus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.761464935	3.192578317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.121180279	1.703989847	1.652464764	2.267118611	3.608433867	2.796829217	3.534046767	2.663310622	1.91967588	0	4.021234222	2.44607564	2.102689772	0	1.963729028	1.774496857	0	1.882240851	2.12902684	1.846556059	0	1.668331288	0	1.755991679	0	0	0	0	0	0	0	0	0	0	0	0	2.432862936	0	0	0	0	0	0	2.135542574	0	0	1.945171041	0	0	0	0	0	0	0	2.701240093	0	1.142183319	2.48351615	1.969383652	1.673705097	0	0	0	3.205538185	2.596848923	2.628926355	0	1.484805753	3.247749139	3.16152888	0	1.9097728	3.562237008	2.871028758	1.396108145	4.07649693	1.584207117	3.821219265	3.863535462	0.932035795	3.13635406	5.465677988	3.499041612	3.814078335	2.332987087	5.172415771	3.962806559	3.378200619	3.209405118	2.858621295	1.341295433	1.82227482	3.932561241	2.173169309	0	3.844270943	3.593078608	0	1.070822304	4.602109273	2.748367236	3.099092619	1.575969604	2.427715543	2.075825267	2.705624009
