sample1,sample2,Heterogeneous.Selection,Homogeneous.Selection,Dispersal.Limitation,Homogenizing.Dispersal,Drift.and.Others
ZH7_FDSW220008790-1r,DD1_FDSW220008388-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,DD1_FDSW220008388-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,DD1_FDSW220008388-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,DD1_FDSW220008388-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,DD1_FDSW220008388-1r,0,0,0,0,1
C1_FDSW202534412-1r,DD1_FDSW220008388-1r,0,0,0,0,1
E5_FDSW202534388-1r,DD1_FDSW220008388-1r,0,0,0,0,1
E10_FDSW202534389-1r,DD1_FDSW220008388-1r,0,0,0,0.089899737,0.910100263
E20_FDSW202534390-1r,DD1_FDSW220008388-1r,0,0,0,0.067569344,0.932430656
E50_FDSW202534391-1r,DD1_FDSW220008388-1r,0,0,0,0,1
E100_FDSW202534392-1r,DD1_FDSW220008388-1r,0,0,0,0,1
E150_FDSW202534393-1r,DD1_FDSW220008388-1r,0,0,0,0,1
N5_FDSW202534406-1r,DD1_FDSW220008388-1r,0,0,0,0,1
N10_FDSW202534407-1r,DD1_FDSW220008388-1r,0,0,0,0.0681158,0.9318842
N20_FDSW202534408-1r,DD1_FDSW220008388-1r,0,0,0,0.054871654,0.945128346
N50_FDSW202534409-1r,DD1_FDSW220008388-1r,0,0,0,0,1
N100_FDSW202534410-1r,DD1_FDSW220008388-1r,0,0,0,0,1
N150_FDSW202534411-1r,DD1_FDSW220008388-1r,0,0,0,0,1
S5_FDSW202534394-1r,DD1_FDSW220008388-1r,0,0,0,0,1
S10_FDSW202534395-1r,DD1_FDSW220008388-1r,0,0,0,0.071268356,0.928731644
S20_FDSW202534396-1r,DD1_FDSW220008388-1r,0,0,0,0,1
S50_FDSW202534397-1r,DD1_FDSW220008388-1r,0,0,0,0,1
S100_FDSW202534398-1r,DD1_FDSW220008388-1r,0,0,0,0,1
S150_FDSW202534399-1r,DD1_FDSW220008388-1r,0,0,0,0,1
W5_FDSW202534400-1r,DD1_FDSW220008388-1r,0,0,0,0,1
W10_FDSW202534401-1r,DD1_FDSW220008388-1r,0,0,0,0,1
W20_FDSW202534402-1r,DD1_FDSW220008388-1r,0,0,0,0,1
W50_FDSW202534403-1r,DD1_FDSW220008388-1r,0,0,0,0,1
W100_FDSW202534404-1r,DD1_FDSW220008388-1r,0,0,0,0,1
W150_FDSW202534405-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0801_FDSW210423161-1r,DD1_FDSW220008388-1r,0,0.524815215,0,0,0.475184785
CXD_0802_FDSW210423162-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0803_FDSW210423163-1r,DD1_FDSW220008388-1r,0,0.506766221,0,0,0.493233779
CXD_0804_FDSW210423164-1r,DD1_FDSW220008388-1r,0,0.523102853,0,0,0.476897147
CXD_0805_FDSW210423165-1r,DD1_FDSW220008388-1r,0,0.525891115,0,0,0.474108885
CXD_0807_FDSW210423167-1r,DD1_FDSW220008388-1r,0,0.520847201,0,0,0.479152799
CXD_1001_FDSW210423173-1r,DD1_FDSW220008388-1r,0,0.518464743,0,0,0.481535257
CXD_1003_FDSW210423175-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1004_FDSW210423176-1r,DD1_FDSW220008388-1r,0,0.519736091,0,0,0.480263909
CXD_1007_FDSW210423179-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1009_FDSW210423181-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1015_FDSW210423187-1r,DD1_FDSW220008388-1r,0,0,0,0.007726634,0.992273366
CXD_1201_FDSW210423188-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1202_FDSW210423189-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1203_FDSW210423190-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1213_FDSW210423200-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1214_FDSW210423201-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1215_FDSW210423202-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0204_FDSW210423206-1r,DD1_FDSW220008388-1r,0,0.517317942,0,0,0.482682058
CXD_0209_FDSW210423211-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0210_FDSW210423212-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0213_FDSW210423215-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_0215_FDSW210423217-1r,DD1_FDSW220008388-1r,0,0.526582254,0,0,0.473417746
CXD_1401_FDSW210423218-1r,DD1_FDSW220008388-1r,0,0.544206552,0,0,0.455793448
CXD_1402_FDSW210423219-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1408_FDSW210423225-1r,DD1_FDSW220008388-1r,0,0.529169999,0,0,0.470830001
CXD_1412_FDSW210423229-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1414_FDSW210423231-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1415_FDSW210423232-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1604_FDSW210423236-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1609_FDSW210423241-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1610_FDSW210423242-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1611_FDSW210423243-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1612_FDSW210423244-1r,DD1_FDSW220008388-1r,0,0,0,0,1
CXD_1613_FDSW210423245-1r,DD1_FDSW220008388-1r,0,0,0,0,1
A1-20-normal,DD1_FDSW220008388-1r,0,0.507308874,0,0,0.492691126
A3-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A5-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B1-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B3-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B5-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C1-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C3-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C5-20-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A1-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A3-40-normal,DD1_FDSW220008388-1r,0,0.518586894,0,0,0.481413106
A5-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B1-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B3-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B5-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C1-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C3-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C5-40-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A1-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A3-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A5-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B1-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B3-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B5-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C1-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C3-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C5-60-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A1-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A3-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A5-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B1-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B3-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B5-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C1-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C3-80-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C5-80-normal,DD1_FDSW220008388-1r,0,0.521241998,0,0,0.478758002
A1-100-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A3-100-normal,DD1_FDSW220008388-1r,0,0,0,0,1
A5-100-normal,DD1_FDSW220008388-1r,0,0,0,0,1
B1-100-normal,DD1_FDSW220008388-1r,0,0.523819909,0,0,0.476180091
B3-100-normal,DD1_FDSW220008388-1r,0,0.520728145,0,0,0.479271855
B5-100-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C1-100-normal,DD1_FDSW220008388-1r,0,0.521713305,0,0,0.478286695
C3-100-normal,DD1_FDSW220008388-1r,0,0,0,0,1
C5-100-normal,DD1_FDSW220008388-1r,0,0,0,0,1
DD5_FDSW220008392-2r,DD3_FDSW220008390-2r,0,1,0,0,0
DD7_FDSW220008394-1r,DD3_FDSW220008390-2r,0,1,0,0,0
DD9_FDSW220008396-1r,DD3_FDSW220008390-2r,0,1,0,0,0
DD13_FDSW220008400-2r,DD3_FDSW220008390-2r,0,1,0,0,0
LYG1_FDME210455382-1r,DD3_FDSW220008390-2r,0,0.587362368,0,0,0.412637632
LYG3_FDME210455384-1r,DD3_FDSW220008390-2r,0,0,0,0,1
LYG5_FDME210455386-1r,DD3_FDSW220008390-2r,0,0.512316984,0,0,0.487683016
LYG6_FDME210455387-1r,DD3_FDSW220008390-2r,0,0.518642595,0,0,0.481357405
LYG7_FDME210455388-1r,DD3_FDSW220008390-2r,0,0,0,0,1
LYG11_FDME210455392-2r,DD3_FDSW220008390-2r,0,0.52966569,0,0,0.47033431
LYG13_FDME210455394-1a,DD3_FDSW220008390-2r,0,0,0,0,1
NB1_FDME210455352-1r,DD3_FDSW220008390-2r,0,0,0,0,1
NB2_FDME210455353-1r,DD3_FDSW220008390-2r,0,0,0,0,1
NB4_FDME210455355-1r,DD3_FDSW220008390-2r,0,0,0,0,1
NB6_FDME210455357-1r,DD3_FDSW220008390-2r,0,0,0,0,1
NB7_FDME210455358-1r,DD3_FDSW220008390-2r,0,0,0,0,1
NB11_FDME210455362-1b,DD3_FDSW220008390-2r,0,0,0,0,1
NB12_FDME210455363-1r,DD3_FDSW220008390-2r,0,0,0,0,1
NB15_FDME210455366-1r,DD3_FDSW220008390-2r,0,0,0,0,1
SY3_FDME210455399-2a,DD3_FDSW220008390-2r,0,0,0,0,1
SY7_FDME210455403-2a,DD3_FDSW220008390-2r,0,0,0,0,1
SY9_FDME210455405-2a,DD3_FDSW220008390-2r,0,0,0,0,1
SY11_FDME210455407-1r,DD3_FDSW220008390-2r,0,0,0,0,1
SY12_FDME210455408-1r,DD3_FDSW220008390-2r,0,0,0,0,1
SY13_FDME210455409-2a,DD3_FDSW220008390-2r,0,0,0,0,1
SY15_FDME210455411-2a,DD3_FDSW220008390-2r,0.906257583,0,0,0,0.093742417
ST1_FDME220007465-1r,DD3_FDSW220008390-2r,0,0,0,0,1
ST3_L1,DD3_FDSW220008390-2r,0.922703509,0,0,0,0.077296491
ST7_FDME220007471-1r,DD3_FDSW220008390-2r,0.914979983,0,0,0,0.085020017
ST9_L1,DD3_FDSW220008390-2r,1,0,0,0,0
ST10_L1,DD3_FDSW220008390-2r,0.906118378,0,0,0,0.093881622
ST12_L1,DD3_FDSW220008390-2r,0.911308706,0,0,0,0.088691294
ST13_L1,DD3_FDSW220008390-2r,1,0,0,0,0
ST15_L1,DD3_FDSW220008390-2r,1,0,0,0,0
WZ1_L1,DD3_FDSW220008390-2r,0.570358173,0,0,0,0.429641827
WZ3_L1,DD3_FDSW220008390-2r,0,0,0,0,1
WZ5_L1,DD3_FDSW220008390-2r,0.578934564,0,0,0,0.421065436
WZ7_FDME210455463-1r,DD3_FDSW220008390-2r,0,0,0,0,1
WZ10_L1,DD3_FDSW220008390-2r,0.577036635,0,0,0,0.422963365
WZ11_L1,DD3_FDSW220008390-2r,0,0,0,0,1
WZ14_L1,DD3_FDSW220008390-2r,0,0,0,0,1
WZ15_FDME210455471-1r,DD3_FDSW220008390-2r,0.571651615,0,0,0,0.428348385
XM2_FDME220007436-1r,DD3_FDSW220008390-2r,0,0.791281748,0,0,0.208718252
XM4_FDME220007438-1r,DD3_FDSW220008390-2r,0,0.793323941,0,0,0.206676059
XM6_FDME220007440-1r,DD3_FDSW220008390-2r,0,0.836441059,0,0,0.163558941
XM8_FDME220007442-1r,DD3_FDSW220008390-2r,0,0.818364213,0,0,0.181635787
XM10_FDME220007444-1r,DD3_FDSW220008390-2r,0,0.781565125,0,0,0.218434875
XM12_FDME220007446-1r,DD3_FDSW220008390-2r,0,0,0,0,1
XM14_FDME220007448-1r,DD3_FDSW220008390-2r,0,0.818007955,0,0,0.181992045
XM15_FDME220007449-1r,DD3_FDSW220008390-2r,0,0.821047766,0,0,0.178952234
YC1_FDME220007405-1r,DD3_FDSW220008390-2r,0,0,0,0,1
YC3_FDME220007407-1r,DD3_FDSW220008390-2r,0,0,0,0,1
YC5_FDME220007409-1r,DD3_FDSW220008390-2r,0,0,0,0,1
YC7_FDME220007411-1a,DD3_FDSW220008390-2r,0,0,0,0,1
YC9_FDME220007413-1r,DD3_FDSW220008390-2r,0,0,0,0,1
YC11_FDME220007415-1r,DD3_FDSW220008390-2r,0,0,0,0,1
YC13_FDME220007417-1r,DD3_FDSW220008390-2r,0,0,0,0,1
YC15_FDME220007419-1r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH1_FDSW220008784-1r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH3_FDSW220008786-1r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH5_FDSW220008788-1r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH7_FDSW220008790-1r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH9_FDSW220008792-2r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH11_FDSW220008794-2r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH13_FDSW220008796-2r,DD3_FDSW220008390-2r,0,0,0,0,1
ZH15_FDSW220008798-2r,DD3_FDSW220008390-2r,0,0,0,0,1
C1_FDSW202534412-1r,DD3_FDSW220008390-2r,0,0,0,0,1
E5_FDSW202534388-1r,DD3_FDSW220008390-2r,0,0,0,0,1
E10_FDSW202534389-1r,DD3_FDSW220008390-2r,0,0,0,0.089899737,0.910100263
E20_FDSW202534390-1r,DD3_FDSW220008390-2r,0,0,0,0.067569344,0.932430656
E50_FDSW202534391-1r,DD3_FDSW220008390-2r,0,0,0,0,1
E100_FDSW202534392-1r,DD3_FDSW220008390-2r,0,0,0,0,1
E150_FDSW202534393-1r,DD3_FDSW220008390-2r,0,0,0,0,1
N5_FDSW202534406-1r,DD3_FDSW220008390-2r,0,0,0,0,1
N10_FDSW202534407-1r,DD3_FDSW220008390-2r,0,0,0,0.0681158,0.9318842
N20_FDSW202534408-1r,DD3_FDSW220008390-2r,0,0,0,0.054871654,0.945128346
N50_FDSW202534409-1r,DD3_FDSW220008390-2r,0,0,0,0,1
N100_FDSW202534410-1r,DD3_FDSW220008390-2r,0,0,0,0,1
N150_FDSW202534411-1r,DD3_FDSW220008390-2r,0,0,0,0,1
S5_FDSW202534394-1r,DD3_FDSW220008390-2r,0,0,0,0,1
S10_FDSW202534395-1r,DD3_FDSW220008390-2r,0,0,0,0.071268356,0.928731644
S20_FDSW202534396-1r,DD3_FDSW220008390-2r,0,0,0,0,1
S50_FDSW202534397-1r,DD3_FDSW220008390-2r,0,0,0,0,1
S100_FDSW202534398-1r,DD3_FDSW220008390-2r,0,0,0,0,1
S150_FDSW202534399-1r,DD3_FDSW220008390-2r,0,0,0,0,1
W5_FDSW202534400-1r,DD3_FDSW220008390-2r,0,0,0,0,1
W10_FDSW202534401-1r,DD3_FDSW220008390-2r,0,0,0,0,1
W20_FDSW202534402-1r,DD3_FDSW220008390-2r,0,0,0,0,1
W50_FDSW202534403-1r,DD3_FDSW220008390-2r,0,0,0,0,1
W100_FDSW202534404-1r,DD3_FDSW220008390-2r,0,0,0,0,1
W150_FDSW202534405-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_0801_FDSW210423161-1r,DD3_FDSW220008390-2r,0,0.524815215,0,0,0.475184785
CXD_0802_FDSW210423162-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_0803_FDSW210423163-1r,DD3_FDSW220008390-2r,0,0.506766221,0,0,0.493233779
CXD_0804_FDSW210423164-1r,DD3_FDSW220008390-2r,0,0.523102853,0,0,0.476897147
CXD_0805_FDSW210423165-1r,DD3_FDSW220008390-2r,0,0.525891115,0,0,0.474108885
CXD_0807_FDSW210423167-1r,DD3_FDSW220008390-2r,0,0.520847201,0,0,0.479152799
CXD_1001_FDSW210423173-1r,DD3_FDSW220008390-2r,0,0.518464743,0,0,0.481535257
CXD_1003_FDSW210423175-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1004_FDSW210423176-1r,DD3_FDSW220008390-2r,0,0.519736091,0,0,0.480263909
CXD_1007_FDSW210423179-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1009_FDSW210423181-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1015_FDSW210423187-1r,DD3_FDSW220008390-2r,0,0,0,0.007726634,0.992273366
CXD_1201_FDSW210423188-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1202_FDSW210423189-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1203_FDSW210423190-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1213_FDSW210423200-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1214_FDSW210423201-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_1215_FDSW210423202-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_0204_FDSW210423206-1r,DD3_FDSW220008390-2r,0,0.517317942,0,0,0.482682058
CXD_0209_FDSW210423211-1r,DD3_FDSW220008390-2r,0,0,0,0,1
CXD_0210_FDSW210423212-1r,DD3_FDSW220008390-2r,0,0,0,0,1
