sample1,sample2,Heterogeneous.Selection,Homogeneous.Selection,Dispersal.Limitation,Homogenizing.Dispersal,Drift.and.Others
E100_FDSW202534392-1r,YC9_FDME220007413-1r,0,0,0.278880882,0.121836585,0.599282533
E150_FDSW202534393-1r,YC9_FDME220007413-1r,0,0,0.276195934,0.132479896,0.59132417
N5_FDSW202534406-1r,YC9_FDME220007413-1r,0,0,0.271001237,0,0.728998763
N10_FDSW202534407-1r,YC9_FDME220007413-1r,0,0,0.275189163,0.125330802,0.599480035
N20_FDSW202534408-1r,YC9_FDME220007413-1r,0,0,0.288194488,0.112086656,0.599718857
N50_FDSW202534409-1r,YC9_FDME220007413-1r,0,0,0.26865229,0.103975108,0.627372602
N100_FDSW202534410-1r,YC9_FDME220007413-1r,0,0,0.274027577,0.161949264,0.564023159
N150_FDSW202534411-1r,YC9_FDME220007413-1r,0,0,0.27245416,0,0.72754584
S5_FDSW202534394-1r,YC9_FDME220007413-1r,0,0,0.276741219,0.141871167,0.581387614
S10_FDSW202534395-1r,YC9_FDME220007413-1r,0,0,0.281324292,0.128483358,0.59019235
S20_FDSW202534396-1r,YC9_FDME220007413-1r,0,0,0.272863104,0,0.727136896
S50_FDSW202534397-1r,YC9_FDME220007413-1r,0,0,0.270581729,0,0.729418271
S100_FDSW202534398-1r,YC9_FDME220007413-1r,0,0,0.269269794,0,0.730730206
S150_FDSW202534399-1r,YC9_FDME220007413-1r,0,0,0.270314914,0,0.729685086
W5_FDSW202534400-1r,YC9_FDME220007413-1r,0,0,0.273281886,0.154949807,0.571768306
W10_FDSW202534401-1r,YC9_FDME220007413-1r,0,0,0.27473525,0,0.72526475
W20_FDSW202534402-1r,YC9_FDME220007413-1r,0,0,0.271917918,0,0.728082082
W50_FDSW202534403-1r,YC9_FDME220007413-1r,0,0,0.268696652,0,0.731303348
W100_FDSW202534404-1r,YC9_FDME220007413-1r,0,0,0.271200954,0,0.728799046
W150_FDSW202534405-1r,YC9_FDME220007413-1r,0,0,0.269375969,0,0.730624031
CXD_0801_FDSW210423161-1r,YC9_FDME220007413-1r,0.391642578,0,0.258309762,0,0.35004766
CXD_0802_FDSW210423162-1r,YC9_FDME220007413-1r,0,0,0.26986175,0,0.73013825
CXD_0803_FDSW210423163-1r,YC9_FDME220007413-1r,0,0,0.24791442,0,0.75208558
CXD_0804_FDSW210423164-1r,YC9_FDME220007413-1r,0,0,0.265608798,0,0.734391202
CXD_0805_FDSW210423165-1r,YC9_FDME220007413-1r,0.370127252,0,0.262666187,0,0.367206561
CXD_0807_FDSW210423167-1r,YC9_FDME220007413-1r,0.373266356,0,0.2635732,0,0.363160444
CXD_1001_FDSW210423173-1r,YC9_FDME220007413-1r,0.389902833,0,0.257560946,0,0.352536221
CXD_1003_FDSW210423175-1r,YC9_FDME220007413-1r,0,0,0.266594555,0,0.733405445
CXD_1004_FDSW210423176-1r,YC9_FDME220007413-1r,0.358602769,0,0.261652035,0,0.379745196
CXD_1007_FDSW210423179-1r,YC9_FDME220007413-1r,0,0,0.260842579,0,0.739157421
CXD_1009_FDSW210423181-1r,YC9_FDME220007413-1r,0,0,0.25907371,0,0.74092629
CXD_1015_FDSW210423187-1r,YC9_FDME220007413-1r,0,0,0.260026682,0.031431018,0.7085423
CXD_1201_FDSW210423188-1r,YC9_FDME220007413-1r,0.375479593,0,0.257511248,0,0.367009159
CXD_1202_FDSW210423189-1r,YC9_FDME220007413-1r,0.394363604,0,0.260986339,0,0.344650057
CXD_1203_FDSW210423190-1r,YC9_FDME220007413-1r,0,0,0.264533667,0,0.735466333
CXD_1213_FDSW210423200-1r,YC9_FDME220007413-1r,0,0,0.260803506,0,0.739196494
CXD_1214_FDSW210423201-1r,YC9_FDME220007413-1r,0,0,0.261179919,0,0.738820081
CXD_1215_FDSW210423202-1r,YC9_FDME220007413-1r,0,0,0.25934984,0,0.74065016
CXD_0204_FDSW210423206-1r,YC9_FDME220007413-1r,0.413218964,0,0.264898572,0,0.321882464
CXD_0209_FDSW210423211-1r,YC9_FDME220007413-1r,0,0,0.268427765,0,0.731572235
CXD_0210_FDSW210423212-1r,YC9_FDME220007413-1r,0,0,0.273732321,0,0.726267679
CXD_0213_FDSW210423215-1r,YC9_FDME220007413-1r,0,0,0.26985288,0,0.73014712
CXD_0214_FDSW210423216-1r,YC9_FDME220007413-1r,0,0,0.272397956,0,0.727602044
CXD_0215_FDSW210423217-1r,YC9_FDME220007413-1r,0,0,0.266652037,0,0.733347963
CXD_1401_FDSW210423218-1r,YC9_FDME220007413-1r,0.401877177,0,0.24791442,0,0.350208404
CXD_1402_FDSW210423219-1r,YC9_FDME220007413-1r,0.373820135,0,0.24791442,0,0.378265445
CXD_1408_FDSW210423225-1r,YC9_FDME220007413-1r,0,0,0.275855458,0,0.724144542
CXD_1412_FDSW210423229-1r,YC9_FDME220007413-1r,0,0,0.266349236,0,0.733650764
CXD_1414_FDSW210423231-1r,YC9_FDME220007413-1r,0,0,0.261424432,0.036621454,0.701954115
CXD_1415_FDSW210423232-1r,YC9_FDME220007413-1r,0,0,0.261316152,0.026724681,0.711959167
CXD_1604_FDSW210423236-1r,YC9_FDME220007413-1r,0.380815612,0,0.255369212,0,0.363815177
CXD_1609_FDSW210423241-1r,YC9_FDME220007413-1r,0,0,0.268987746,0,0.731012254
CXD_1610_FDSW210423242-1r,YC9_FDME220007413-1r,0,0,0.273082604,0,0.726917396
CXD_1611_FDSW210423243-1r,YC9_FDME220007413-1r,0.368371666,0,0.279043308,0,0.352585025
CXD_1612_FDSW210423244-1r,YC9_FDME220007413-1r,0.35758526,0,0.280345071,0,0.362069669
CXD_1613_FDSW210423245-1r,YC9_FDME220007413-1r,0,0,0.27636869,0,0.72363131
A1-20-normal,YC9_FDME220007413-1r,0,0,0,0,1
A3-20-normal,YC9_FDME220007413-1r,0,0,0.282880747,0,0.717119253
A5-20-normal,YC9_FDME220007413-1r,0.495598851,0,0.265396989,0.162442311,0.076561849
B1-20-normal,YC9_FDME220007413-1r,0.420644603,0,0.268313098,0.199437274,0.111605026
B3-20-normal,YC9_FDME220007413-1r,0.471378041,0,0.264699547,0.16859534,0.095327072
B5-20-normal,YC9_FDME220007413-1r,0.376490553,0,0.277654023,0.192824289,0.153031135
C1-20-normal,YC9_FDME220007413-1r,0.395217825,0,0.27129579,0.189166893,0.144319492
C3-20-normal,YC9_FDME220007413-1r,0.466602507,0,0.26573834,0.179453496,0.088205657
C5-20-normal,YC9_FDME220007413-1r,0.473213691,0,0.267158478,0.174881574,0.084746257
A1-40-normal,YC9_FDME220007413-1r,0,0,0.284000959,0.167810993,0.548188048
A3-40-normal,YC9_FDME220007413-1r,0.466119791,0,0.262368562,0,0.271511646
A5-40-normal,YC9_FDME220007413-1r,0,0,0.274668758,0,0.725331242
B1-40-normal,YC9_FDME220007413-1r,0.37086797,0,0.279460045,0,0.349671985
B3-40-normal,YC9_FDME220007413-1r,0.367963776,0,0.278206399,0.196948671,0.156881154
B5-40-normal,YC9_FDME220007413-1r,0,0,0.300483048,0,0.699516952
C1-40-normal,YC9_FDME220007413-1r,0,0,0.278949199,0,0.721050801
C3-40-normal,YC9_FDME220007413-1r,0.354865519,0,0.275922988,0.021466193,0.3477453
C5-40-normal,YC9_FDME220007413-1r,0,0,0.300283415,0,0.699716585
A1-60-normal,YC9_FDME220007413-1r,0,0,0.289101114,0,0.710898886
A3-60-normal,YC9_FDME220007413-1r,0,0,0.302358373,0,0.697641627
A5-60-normal,YC9_FDME220007413-1r,0,0,0.302892185,0,0.697107815
B1-60-normal,YC9_FDME220007413-1r,0,0,0.282905382,0,0.717094618
B3-60-normal,YC9_FDME220007413-1r,0,0,0.289981584,0,0.710018416
B5-60-normal,YC9_FDME220007413-1r,0.463909016,0,0.266364795,0.166081267,0.103644922
C1-60-normal,YC9_FDME220007413-1r,0,0,0.29034509,0,0.70965491
C3-60-normal,YC9_FDME220007413-1r,0,0,0.295555056,0,0.704444944
C5-60-normal,YC9_FDME220007413-1r,0.35298059,0,0.287155823,0,0.359863587
A1-80-normal,YC9_FDME220007413-1r,0.321896384,0,0,0,0.678103616
A3-80-normal,YC9_FDME220007413-1r,0.311441079,0,0,0,0.688558921
A5-80-normal,YC9_FDME220007413-1r,0.654994766,0,0,0,0.345005234
B1-80-normal,YC9_FDME220007413-1r,0,0,0.2809981,0.182593907,0.536407992
B3-80-normal,YC9_FDME220007413-1r,0.313344561,0,0,0,0.686655439
B5-80-normal,YC9_FDME220007413-1r,0,0,0.300010631,0,0.699989369
C1-80-normal,YC9_FDME220007413-1r,0,0,0.28410597,0,0.71589403
C3-80-normal,YC9_FDME220007413-1r,0.304406154,0,0,0,0.695593846
C5-80-normal,YC9_FDME220007413-1r,0.322464007,0,0,0,0.677535993
A1-100-normal,YC9_FDME220007413-1r,0,0,0.300992769,0,0.699007231
A3-100-normal,YC9_FDME220007413-1r,0,0,0.296230885,0,0.703769115
A5-100-normal,YC9_FDME220007413-1r,0.397401971,0,0.277822531,0.188270412,0.136505086
B1-100-normal,YC9_FDME220007413-1r,0.431629448,0,0.269955616,0,0.298414936
B3-100-normal,YC9_FDME220007413-1r,0.460269002,0,0.275416524,0.153599029,0.110715444
B5-100-normal,YC9_FDME220007413-1r,0,0,0.283571579,0,0.716428421
C1-100-normal,YC9_FDME220007413-1r,0.464848972,0,0.263139115,0,0.272011913
C3-100-normal,YC9_FDME220007413-1r,0.350421039,0,0.293496424,0,0.356082536
C5-100-normal,YC9_FDME220007413-1r,0.361976369,0,0.291225022,0,0.346798609
YC13_FDME220007417-1r,YC11_FDME220007415-1r,0,0.781204734,0,0,0.218795266
YC15_FDME220007419-1r,YC11_FDME220007415-1r,0,0.78094804,0,0,0.21905196
ZH1_FDSW220008784-1r,YC11_FDME220007415-1r,0,0,0,0,1
ZH3_FDSW220008786-1r,YC11_FDME220007415-1r,0,0,0,0,1
ZH5_FDSW220008788-1r,YC11_FDME220007415-1r,0,0,0,0,1
ZH7_FDSW220008790-1r,YC11_FDME220007415-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,YC11_FDME220007415-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,YC11_FDME220007415-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,YC11_FDME220007415-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,YC11_FDME220007415-1r,0,0,0,0,1
C1_FDSW202534412-1r,YC11_FDME220007415-1r,0,0,0.256553328,0,0.743446672
E5_FDSW202534388-1r,YC11_FDME220007415-1r,0,0,0.254688919,0,0.745311081
E10_FDSW202534389-1r,YC11_FDME220007415-1r,0,0,0.256961209,0,0.743038791
E20_FDSW202534390-1r,YC11_FDME220007415-1r,0,0,0.256954427,0,0.743045573
E50_FDSW202534391-1r,YC11_FDME220007415-1r,0,0,0.255217522,0,0.744782478
E100_FDSW202534392-1r,YC11_FDME220007415-1r,0,0,0.260154415,0,0.739845585
E150_FDSW202534393-1r,YC11_FDME220007415-1r,0,0,0.257469467,0,0.742530533
N5_FDSW202534406-1r,YC11_FDME220007415-1r,0,0,0.25227477,0,0.74772523
N10_FDSW202534407-1r,YC11_FDME220007415-1r,0,0,0.256462696,0,0.743537304
N20_FDSW202534408-1r,YC11_FDME220007415-1r,0,0,0.269468021,0,0.730531979
N50_FDSW202534409-1r,YC11_FDME220007415-1r,0,0,0.249925823,0,0.750074177
N100_FDSW202534410-1r,YC11_FDME220007415-1r,0,0,0.25530111,0,0.74469889
N150_FDSW202534411-1r,YC11_FDME220007415-1r,0,0,0.253727693,0,0.746272307
S5_FDSW202534394-1r,YC11_FDME220007415-1r,0,0,0.258014752,0,0.741985248
S10_FDSW202534395-1r,YC11_FDME220007415-1r,0,0,0.262597825,0,0.737402175
S20_FDSW202534396-1r,YC11_FDME220007415-1r,0,0,0.254136637,0,0.745863363
S50_FDSW202534397-1r,YC11_FDME220007415-1r,0,0,0.251855262,0,0.748144738
S100_FDSW202534398-1r,YC11_FDME220007415-1r,0,0,0.250543327,0,0.749456673
S150_FDSW202534399-1r,YC11_FDME220007415-1r,0,0,0.251588447,0,0.748411553
W5_FDSW202534400-1r,YC11_FDME220007415-1r,0,0,0.254555419,0,0.745444581
W10_FDSW202534401-1r,YC11_FDME220007415-1r,0,0,0.256008784,0,0.743991216
W20_FDSW202534402-1r,YC11_FDME220007415-1r,0,0,0.253191451,0,0.746808549
W50_FDSW202534403-1r,YC11_FDME220007415-1r,0,0,0.249970185,0,0.750029815
W100_FDSW202534404-1r,YC11_FDME220007415-1r,0,0,0.252474487,0,0.747525513
W150_FDSW202534405-1r,YC11_FDME220007415-1r,0,0,0.250649502,0,0.749350498
CXD_0801_FDSW210423161-1r,YC11_FDME220007415-1r,0,0,0.239583295,0,0.760416705
CXD_0802_FDSW210423162-1r,YC11_FDME220007415-1r,0,0,0.251135284,0,0.748864716
CXD_0803_FDSW210423163-1r,YC11_FDME220007415-1r,0,0,0,0,1
CXD_0804_FDSW210423164-1r,YC11_FDME220007415-1r,0,0,0.246882331,0,0.753117669
CXD_0805_FDSW210423165-1r,YC11_FDME220007415-1r,0,0,0.24393972,0,0.75606028
CXD_0807_FDSW210423167-1r,YC11_FDME220007415-1r,0,0,0.244846733,0,0.755153267
CXD_1001_FDSW210423173-1r,YC11_FDME220007415-1r,0,0,0.238834479,0.003431165,0.757734356
CXD_1003_FDSW210423175-1r,YC11_FDME220007415-1r,0,0,0.247868088,0,0.752131912
CXD_1004_FDSW210423176-1r,YC11_FDME220007415-1r,0,0,0.242925568,0,0.757074432
CXD_1007_FDSW210423179-1r,YC11_FDME220007415-1r,0,0,0.242116112,0,0.757883888
CXD_1009_FDSW210423181-1r,YC11_FDME220007415-1r,0,0,0.240347243,0,0.759652757
CXD_1015_FDSW210423187-1r,YC11_FDME220007415-1r,0,0,0.241300215,0.031431018,0.727268767
CXD_1201_FDSW210423188-1r,YC11_FDME220007415-1r,0,0,0.238784781,0,0.761215219
CXD_1202_FDSW210423189-1r,YC11_FDME220007415-1r,0,0,0.242259872,0,0.757740128
CXD_1203_FDSW210423190-1r,YC11_FDME220007415-1r,0,0,0.2458072,0,0.7541928
CXD_1213_FDSW210423200-1r,YC11_FDME220007415-1r,0,0,0.242077039,0,0.757922961
CXD_1214_FDSW210423201-1r,YC11_FDME220007415-1r,0,0,0.242453452,0.042116353,0.715430195
CXD_1215_FDSW210423202-1r,YC11_FDME220007415-1r,0,0,0.240623373,0,0.759376627
CXD_0204_FDSW210423206-1r,YC11_FDME220007415-1r,0,0,0.246172105,0,0.753827895
CXD_0209_FDSW210423211-1r,YC11_FDME220007415-1r,0,0,0.249701298,0,0.750298702
CXD_0210_FDSW210423212-1r,YC11_FDME220007415-1r,0,0,0.255005855,0,0.744994145
CXD_0213_FDSW210423215-1r,YC11_FDME220007415-1r,0,0,0.251126414,0,0.748873586
CXD_0214_FDSW210423216-1r,YC11_FDME220007415-1r,0,0,0.253671489,0,0.746328511
CXD_0215_FDSW210423217-1r,YC11_FDME220007415-1r,0,0,0.24792557,0,0.75207443
CXD_1401_FDSW210423218-1r,YC11_FDME220007415-1r,0,0,0,0,1
CXD_1402_FDSW210423219-1r,YC11_FDME220007415-1r,0,0,0.229187953,0,0.770812047
CXD_1408_FDSW210423225-1r,YC11_FDME220007415-1r,0,0,0.257128991,0,0.742871009
CXD_1412_FDSW210423229-1r,YC11_FDME220007415-1r,0,0,0.24762277,0,0.75237723
CXD_1414_FDSW210423231-1r,YC11_FDME220007415-1r,0,0,0.242697965,0,0.757302035
CXD_1415_FDSW210423232-1r,YC11_FDME220007415-1r,0,0,0.242589686,0.026724681,0.730685634
CXD_1604_FDSW210423236-1r,YC11_FDME220007415-1r,0,0,0.236642745,0,0.763357255
CXD_1609_FDSW210423241-1r,YC11_FDME220007415-1r,0,0,0.250261279,0,0.749738721
CXD_1610_FDSW210423242-1r,YC11_FDME220007415-1r,0,0,0.254356137,0,0.745643863
CXD_1611_FDSW210423243-1r,YC11_FDME220007415-1r,0,0,0.260316841,0,0.739683159
CXD_1612_FDSW210423244-1r,YC11_FDME220007415-1r,0,0,0.261618604,0,0.738381396
CXD_1613_FDSW210423245-1r,YC11_FDME220007415-1r,0,0,0.257642223,0,0.742357777
A1-20-normal,YC11_FDME220007415-1r,0,0,0.229187953,0,0.770812047
A3-20-normal,YC11_FDME220007415-1r,0,0,0.264154281,0,0.735845719
A5-20-normal,YC11_FDME220007415-1r,0.434709988,0,0.246670522,0,0.31861949
B1-20-normal,YC11_FDME220007415-1r,0.359755739,0,0.249586631,0,0.39065763
B3-20-normal,YC11_FDME220007415-1r,0.410489178,0,0.24597308,0,0.343537742
B5-20-normal,YC11_FDME220007415-1r,0,0,0.258927556,0,0.741072444
C1-20-normal,YC11_FDME220007415-1r,0,0,0.252569323,0,0.747430677
C3-20-normal,YC11_FDME220007415-1r,0.405713644,0,0.247011873,0,0.347274483
C5-20-normal,YC11_FDME220007415-1r,0.412324827,0,0.248432011,0.254496904,0.084746257
A1-40-normal,YC11_FDME220007415-1r,0,0,0.265274492,0,0.734725508
A3-40-normal,YC11_FDME220007415-1r,0.405230928,0,0.243642096,0,0.351126976
A5-40-normal,YC11_FDME220007415-1r,0,0,0.255942291,0,0.744057709
B1-40-normal,YC11_FDME220007415-1r,0,0,0.260733579,0,0.739266421
B3-40-normal,YC11_FDME220007415-1r,0,0,0.259479933,0,0.740520067
B5-40-normal,YC11_FDME220007415-1r,0,0,0.281756581,0,0.718243419
C1-40-normal,YC11_FDME220007415-1r,0,0,0.260222732,0,0.739777268
C3-40-normal,YC11_FDME220007415-1r,0,0,0.257196521,0.021466193,0.721337286
C5-40-normal,YC11_FDME220007415-1r,0,0,0.281556948,0,0.718443052
A1-60-normal,YC11_FDME220007415-1r,0,0,0.270374647,0,0.729625353
A3-60-normal,YC11_FDME220007415-1r,0.283631906,0,0,0.039823481,0.676544613
A5-60-normal,YC11_FDME220007415-1r,0.284165719,0,0,0,0.715834281
B1-60-normal,YC11_FDME220007415-1r,0,0,0.264178915,0,0.735821085
B3-60-normal,YC11_FDME220007415-1r,0,0,0.271255117,0,0.728744883
B5-60-normal,YC11_FDME220007415-1r,0.403020153,0,0.247638328,0,0.349341519
C1-60-normal,YC11_FDME220007415-1r,0,0,0.271618623,0,0.728381377
C3-60-normal,YC11_FDME220007415-1r,0,0,0.276828589,0,0.723171411
C5-60-normal,YC11_FDME220007415-1r,0,0,0.268429357,0,0.731570643
A1-80-normal,YC11_FDME220007415-1r,0.303169917,0,0,0,0.696830083
A3-80-normal,YC11_FDME220007415-1r,0.292714612,0,0,0,0.707285388
A5-80-normal,YC11_FDME220007415-1r,0.288440706,0,0,0,0.711559294
B1-80-normal,YC11_FDME220007415-1r,0,0,0.262271634,0,0.737728366
B3-80-normal,YC11_FDME220007415-1r,0.294618094,0,0,0,0.705381906
B5-80-normal,YC11_FDME220007415-1r,0,0,0.281284164,0,0.718715836
C1-80-normal,YC11_FDME220007415-1r,0,0,0.265379504,0,0.734620496
C3-80-normal,YC11_FDME220007415-1r,0.285679687,0,0,0,0.714320313
C5-80-normal,YC11_FDME220007415-1r,0.303737541,0,0,0,0.696262459
A1-100-normal,YC11_FDME220007415-1r,0,0,0.282266302,0,0.717733698
A3-100-normal,YC11_FDME220007415-1r,0,0,0.277504418,0,0.722495582
A5-100-normal,YC11_FDME220007415-1r,0,0,0.259096065,0,0.740903935
B1-100-normal,YC11_FDME220007415-1r,0.370740584,0,0.251229149,0,0.378030266
B3-100-normal,YC11_FDME220007415-1r,0.399380139,0,0.256690057,0,0.343929803
B5-100-normal,YC11_FDME220007415-1r,0,0,0.264845112,0,0.735154888
C1-100-normal,YC11_FDME220007415-1r,0.403960109,0,0.244412648,0,0.351627243
C3-100-normal,YC11_FDME220007415-1r,0,0,0.274769957,0,0.725230043
C5-100-normal,YC11_FDME220007415-1r,0,0,0.272498556,0,0.727501444
YC15_FDME220007419-1r,YC13_FDME220007417-1r,0,0.835813437,0,0.164186563,0
ZH1_FDSW220008784-1r,YC13_FDME220007417-1r,0,0,0,0,1
ZH3_FDSW220008786-1r,YC13_FDME220007417-1r,0,0,0,0,1
ZH5_FDSW220008788-1r,YC13_FDME220007417-1r,0,0,0,0,1
ZH7_FDSW220008790-1r,YC13_FDME220007417-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,YC13_FDME220007417-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,YC13_FDME220007417-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,YC13_FDME220007417-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,YC13_FDME220007417-1r,0,0,0,0,1
C1_FDSW202534412-1r,YC13_FDME220007417-1r,0,0,0.26476473,0.172855377,0.562379893
E5_FDSW202534388-1r,YC13_FDME220007417-1r,0,0,0.262900321,0.181488201,0.555611478
E10_FDSW202534389-1r,YC13_FDME220007417-1r,0,0,0.265172611,0.171864672,0.562962717
E20_FDSW202534390-1r,YC13_FDME220007417-1r,0,0,0.265165829,0.149534279,0.585299892
E50_FDSW202534391-1r,YC13_FDME220007417-1r,0,0,0.263428924,0,0.736571076
E100_FDSW202534392-1r,YC13_FDME220007417-1r,0,0,0.268365817,0.146586518,0.585047665
E150_FDSW202534393-1r,YC13_FDME220007417-1r,0,0,0.265680869,0,0.734319131
N5_FDSW202534406-1r,YC13_FDME220007417-1r,0,0,0.260486172,0,0.739513828
N10_FDSW202534407-1r,YC13_FDME220007417-1r,0,0,0.264674098,0.150080735,0.585245167
N20_FDSW202534408-1r,YC13_FDME220007417-1r,0,0,0.277679423,0.136836589,0.585483988
N50_FDSW202534409-1r,YC13_FDME220007417-1r,0,0,0.258137225,0,0.741862775
N100_FDSW202534410-1r,YC13_FDME220007417-1r,0,0,0.263512512,0.005688198,0.730799289
N150_FDSW202534411-1r,YC13_FDME220007417-1r,0,0,0.261939095,0,0.738060905
S5_FDSW202534394-1r,YC13_FDME220007417-1r,0,0,0.266226154,0.1666211,0.567152746
S10_FDSW202534395-1r,YC13_FDME220007417-1r,0,0,0.270809227,0.153233291,0.575957482
S20_FDSW202534396-1r,YC13_FDME220007417-1r,0,0,0.262348039,0,0.737651961
S50_FDSW202534397-1r,YC13_FDME220007417-1r,0,0,0.260066664,0,0.739933336
S100_FDSW202534398-1r,YC13_FDME220007417-1r,0,0,0.258754729,0,0.741245271
S150_FDSW202534399-1r,YC13_FDME220007417-1r,0,0,0.259799849,0,0.740200151
W5_FDSW202534400-1r,YC13_FDME220007417-1r,0,0,0.262766821,0.17969974,0.557533438
W10_FDSW202534401-1r,YC13_FDME220007417-1r,0,0,0.264220186,0,0.735779814
W20_FDSW202534402-1r,YC13_FDME220007417-1r,0,0,0.261402853,0,0.738597147
W50_FDSW202534403-1r,YC13_FDME220007417-1r,0,0,0.258181587,0,0.741818413
W100_FDSW202534404-1r,YC13_FDME220007417-1r,0,0,0.260685889,0,0.739314111
W150_FDSW202534405-1r,YC13_FDME220007417-1r,0,0,0.258860904,0,0.741139096
CXD_0801_FDSW210423161-1r,YC13_FDME220007417-1r,0.37740771,0,0.247794697,0,0.374797593
CXD_0802_FDSW210423162-1r,YC13_FDME220007417-1r,0,0,0.259346686,0,0.740653314
CXD_0803_FDSW210423163-1r,YC13_FDME220007417-1r,0,0,0.237399355,0,0.762600645
CXD_0804_FDSW210423164-1r,YC13_FDME220007417-1r,0,0,0.255093733,0,0.744906267
CXD_0805_FDSW210423165-1r,YC13_FDME220007417-1r,0.355892384,0,0.252151122,0,0.391956494
CXD_0807_FDSW210423167-1r,YC13_FDME220007417-1r,0.359031488,0,0.253058135,0,0.387910377
CXD_1001_FDSW210423173-1r,YC13_FDME220007417-1r,0.375667965,0,0.247045881,0,0.377286154
CXD_1003_FDSW210423175-1r,YC13_FDME220007417-1r,0,0,0.25607949,0,0.74392051
CXD_1004_FDSW210423176-1r,YC13_FDME220007417-1r,0.344367901,0,0.25113697,0,0.404495129
CXD_1007_FDSW210423179-1r,YC13_FDME220007417-1r,0,0,0.250327514,0,0.749672486
CXD_1009_FDSW210423181-1r,YC13_FDME220007417-1r,0,0,0.248558645,0,0.751441355
CXD_1015_FDSW210423187-1r,YC13_FDME220007417-1r,0,0,0.249511617,0.031431018,0.719057365
CXD_1201_FDSW210423188-1r,YC13_FDME220007417-1r,0.361244725,0,0.246996183,0,0.391759092
CXD_1202_FDSW210423189-1r,YC13_FDME220007417-1r,0.380128736,0,0.250471275,0,0.36939999
CXD_1203_FDSW210423190-1r,YC13_FDME220007417-1r,0,0,0.254018602,0.219519088,0.52646231
CXD_1213_FDSW210423200-1r,YC13_FDME220007417-1r,0,0,0.250288441,0.242887095,0.506824464
CXD_1214_FDSW210423201-1r,YC13_FDME220007417-1r,0,0,0.250664854,0.042116353,0.707218793
CXD_1215_FDSW210423202-1r,YC13_FDME220007417-1r,0,0,0.248834776,0,0.751165224
CXD_0204_FDSW210423206-1r,YC13_FDME220007417-1r,0.398984096,0,0.254383507,0,0.346632397
CXD_0209_FDSW210423211-1r,YC13_FDME220007417-1r,0,0,0.2579127,0.227596708,0.514490591
CXD_0210_FDSW210423212-1r,YC13_FDME220007417-1r,0,0,0.263217257,0,0.736782743
CXD_0213_FDSW210423215-1r,YC13_FDME220007417-1r,0,0,0.259337816,0,0.740662184
CXD_0214_FDSW210423216-1r,YC13_FDME220007417-1r,0,0,0.261882891,0,0.738117109
CXD_0215_FDSW210423217-1r,YC13_FDME220007417-1r,0,0,0.256136972,0,0.743863028
CXD_1401_FDSW210423218-1r,YC13_FDME220007417-1r,0.387642309,0,0.237399355,0,0.374958337
CXD_1402_FDSW210423219-1r,YC13_FDME220007417-1r,0,0,0.237399355,0,0.762600645
CXD_1408_FDSW210423225-1r,YC13_FDME220007417-1r,0,0,0.265340393,0,0.734659607
CXD_1412_FDSW210423229-1r,YC13_FDME220007417-1r,0,0,0.255834172,0,0.744165828
CXD_1414_FDSW210423231-1r,YC13_FDME220007417-1r,0,0,0.250909367,0.036621454,0.712469179
CXD_1415_FDSW210423232-1r,YC13_FDME220007417-1r,0,0,0.250801088,0.026724681,0.722474232
CXD_1604_FDSW210423236-1r,YC13_FDME220007417-1r,0,0,0.244854147,0,0.755145853
CXD_1609_FDSW210423241-1r,YC13_FDME220007417-1r,0,0,0.258472681,0,0.741527319
CXD_1610_FDSW210423242-1r,YC13_FDME220007417-1r,0,0,0.262567539,0,0.737432461
CXD_1611_FDSW210423243-1r,YC13_FDME220007417-1r,0.354136798,0,0.268528244,0,0.377334958
CXD_1612_FDSW210423244-1r,YC13_FDME220007417-1r,0.343350392,0,0.269830006,0,0.386819602
CXD_1613_FDSW210423245-1r,YC13_FDME220007417-1r,0,0,0.265853625,0,0.734146375
A1-20-normal,YC13_FDME220007417-1r,0,0,0.237399355,0,0.762600645
A3-20-normal,YC13_FDME220007417-1r,0,0,0.272365683,0,0.727634317
A5-20-normal,YC13_FDME220007417-1r,0.481363983,0,0.254881924,0,0.263754093
B1-20-normal,YC13_FDME220007417-1r,0.406409735,0,0.257798033,0,0.335792233
B3-20-normal,YC13_FDME220007417-1r,0.457143173,0,0.254184482,0.193345273,0.095327072
B5-20-normal,YC13_FDME220007417-1r,0.362255685,0,0.267138958,0,0.370605357
C1-20-normal,YC13_FDME220007417-1r,0.380982957,0,0.260780725,0,0.358236318
C3-20-normal,YC13_FDME220007417-1r,0.452367639,0,0.255223275,0,0.292409086
C5-20-normal,YC13_FDME220007417-1r,0.458978822,0,0.256643413,0,0.284377765
A1-40-normal,YC13_FDME220007417-1r,0,0,0.273485894,0,0.726514106
A3-40-normal,YC13_FDME220007417-1r,0.451884923,0,0.251853498,0,0.296261579
A5-40-normal,YC13_FDME220007417-1r,0,0,0.264153693,0,0.735846307
