	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH6_FDSW220017126-1r	BH8_FDSW220017128-1r	BH10_FDSW220017130-1r	BH12_FDSW220017132-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD13_FDSW220008400-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	ST1_FDME220007465-1r	ST3_L1	ST7_FDME220007471-1r	ST9_L1	ST10_L1	ST12_L1	ST13_L1	ST15_L1	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM2_FDME220007436-1r	XM4_FDME220007438-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM10_FDME220007444-1r	XM12_FDME220007446-1r	XM14_FDME220007448-1r	XM15_FDME220007449-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD_QD_2023_07_40_ultra_bin_11_213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.615320138	6.336630011	1.000651148	0.827364517	0	1.297972171	0	1.990418777	0.85926727	2.362581491	2.810089325	2.764177216	3.539750102	4.072127881	4.172380999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.868727503	8.901112973	11.13500443	8.665752624	7.113763259	13.26044525	7.493262432	5.159638778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.97286299	18.74417361	21.66828868	15.57068483	6.429380262	5.669509885	7.29971151	16.92898183	19.79863144	11.74706971	4.217791945	11.24633653	17.83233161	14.26288779	12.17453346	14.40234294	12.36249945	13.9592908	15.35743204	15.06188464	14.73842102	15.36631455	14.25007413	17.79681752	12.71923779	11.09238773	14.63700892	8.980826232	11.21949932	13.57143165	14.73624654	19.35547002	15.28257118	13.0002426	17.33052039	20.40849262	27.80654961	28.36382004	21.32915054	17.58392234	27.79706644	28.05406049	21.48320939	21.97801586	18.86547334	17.08040151	13.82831963	14.27407746	20.68962156	10.84320044	13.18346195	10.10597538	14.45522179	24.59142561	28.39152691	19.79567343	14.81676444	19.8123816	18.24026821	14.96446061	14.32474606	8.140302567	15.86637081	22.74639678	16.80648887	18.35378849	22.70800689	27.33268795	19.96250322	19.63888144	11.90631645	17.1359465	18.06513111	15.99179058	22.46970084	13.59761224	25.58136639	29.77338686	13.51978708	6.25550742	11.71799294	10.80270829	16.31353052	12.93999581	17.41185219	13.54238683	12.69864681	17.64733883	3.07751213	11.7617849	11.41494802	28.83963141	9.546560165	13.56927573	11.26259495	12.24827216	7.062322483	4.658465299	10.182789	12.50868031	13.42414574	14.12814352	9.992246355	19.69399268	11.51725821	11.91966005
SD_QD_2023_07_60_normal_bin_21_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.836953742	0	0	0	0	0	0	0	1.273165564	0	0	0	1.004373692	1.121957077	0	0	0	0	0	0	0	0	0	0	0	0	3.394383588	0	0	0	0	0	0	0	4.245494828	8.575686185	8.384221193	11.4240467	9.748921351	9.699556299	7.764707584	11.52354036	2.848285777	11.0095111	10.18564345	5.697840508	8.893664991	5.788150336	5.211877678	10.06299846	4.196520556	6.621326125	12.13981746	5.823242313	10.14135143	6.874953796	9.362817565	6.956086239	6.963144968	5.318341391	2.210481732	4.16474819	4.971739671	5.018257378	4.298550098	3.847386954	2.890694717	2.758880729	2.814111618	1.712720702	1.070707516	2.628290362	11.96541204	4.560967853	1.386022415	4.586881802	2.30414939	3.035633379
SD_QD_2023_07_60_ultra_bin_18_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.442918629	2.168863356	1.513235927	0	0	3.358398107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.175024073	2.655990715	2.745000798	1.406538339	2.097863281	0.842852915	0	4.68760591	2.943375563	1.51231612	1.043288719	2.46352163	3.410710333	1.917070818	1.07557356	2.417202333	2.665459865	3.560841189	3.491492751	2.682055298	2.386540582	3.383552829	2.468010876	4.241549115	3.668752566	3.344641731	6.549659642	4.119272746	7.019799296	4.224204448	3.811728491	5.535896899	5.3803281	5.821399516	6.486922237	13.02953169	10.76856724	6.250989751	5.833552014	3.653585155	9.055335861	12.06835253	9.121021813	3.768335597	6.064931927	4.222462632	3.22342859	3.048501487	6.494367686	2.284521822	2.3687877	3.506514329	4.736472259	8.411257875	6.611964662	4.317265393	9.733364618	1.605242018	1.526404206	1.692231964	1.969086989	2.164970961	6.387001146	5.487688296	4.827824286	4.798446602	6.907150047	5.80458954	4.488037045	4.7567702	5.817581466	7.654486632	7.217745007	5.162205171	7.226312134	6.869085691	7.896875229	13.2458798	5.323588541	10.00474007	10.14858627	5.62849273	9.83593547	6.754794603	4.711602793	7.963115012	8.308567127	6.237296392	4.257861651	8.589842241	4.325117237	7.102300333	6.791540567	6.530483992	3.863540964	6.866868158	3.278794798	3.141676837	4.798797196	3.078604381	4.493758213	2.769817047	2.498172889	3.400531135	4.784424461	3.190045402
SD_QD_2023_07_60_ultra_bin_19_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.131456022	8.464771407	10.62539448	8.466487666	5.057936131	4.457698524	5.848757205	9.196127525	10.20673113	4.687154524	4.012924478	6.627663322	9.021386682	6.491229772	5.70666334	6.438152582	5.510203549	6.247855318	5.374449081	7.704872673	6.933892414	6.454581256	5.758760843	8.567928221	4.33607971	4.335832512	0.915699102	1.828924179	0	8.776270891	11.03396398	61.84154321	11.93318143	16.77992524	7.437980232	11.70947982	14.06441874	52.67378669	45.52289581	5.861523869	12.67746237	12.42475573	22.6114806	34.18559662	6.736549367	4.023581229	6.889377643	7.853652325	10.24780069	1.016898967	2.720599698	0	8.488504397	13.90278657	19.20743498	0	0.917908141	7.81809666	5.834101928	5.951174296	5.976953754	0	3.881493394	2.748050033	4.759648654	3.050354745	5.572191515	8.882457913	5.192576601	3.369689954	0	4.492481717	5.665994835	3.363008605	7.094524956	6.935433492	14.83737907	14.76151526	5.609785998	2.26937196	8.247670048	7.656099694	10.6555888	8.629113879	3.561503519	10.45771771	11.37114397	7.967268561	3.043306606	9.823722182	4.538592606	8.200505332	7.552977037	7.916159803	6.409669847	8.230177111	3.590737741	2.140088932	6.092653399	1.462911457	4.531321992	2.109484175	3.236313068	10.68748311	4.983244659	3.323146162
SD_QD_2023_07_60_ultra_bin_2_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.269873905	0	0	0	1.155080892	0	0.994685461	1.250978358	0	0	2.238058807	1.098980484	1.340433627	1.794871914	5.68845963	3.11091158	2.516959114	2.860527641	5.51838155	6.754377338	5.420220482	3.729129317	0	3.905883512	5.325285497	8.697796124	2.271849201	2.774981457	2.449155957	3.269071933	3.165269373	4.089053993	0	0	0	3.541974733	5.004150344	3.812895847	0	0	2.029023418	1.208472526	1.270310556	2.29465347	0	3.15837088	0	1.499725149	0	2.234704387	1.565186277	0.977424503	0	1.232751987	0.880802416	9.732825743	4.359892408	2.546239609	5.67397867	7.872300769	14.45723081	2.456991558	6.899292691	9.712911087	7.239926802	14.47786381	9.991585017	0	8.292024906	9.290724147	2.715430099	3.063394211	10.68581488	3.99474697	4.318910056	7.748823891	6.380972904	3.262628734	7.287461296	2.851066945	1.933792091	6.53710482	1.636378013	0.905740936	0	2.682510525	0.953803277	4.00228445	2.027791681
SD_QD_2023_07_60_ultra_bin_3_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.634084096	2.907764711	2.83662131	2.76324821	1.413056154	1.347225683	1.555545826	2.380402051	2.91515937	3.191240851	1.387342207	1.698437311	2.454643725	2.18800955	2.914347507	2.634638604	2.013886101	2.294060839	2.322490103	2.344017244	2.223644338	2.768302708	1.686163809	2.17666086	2.083703123	0	2.452974798	0	2.069978869	1.557986444	1.858317571	2.52766592	3.147061883	2.233112763	2.452865717	3.648462962	3.444862929	2.284550255	2.793468769	1.923543085	3.3848348	4.359684731	3.894712349	3.169168137	4.646132534	4.969815516	3.337908032	3.818703615	3.467232259	0	0	1.820911931	3.304971229	3.050141744	2.899315522	0.958878267	2.212250516	1.579156946	2.257691749	1.979285943	2.264507466	0	4.135473662	1.798480339	2.073484733	1.706991982	4.94263352	2.833236236	1.549705105	1.95862083	2.693080227	1.462708377	5.322686884	4.093869153	5.789977268	11.5276234	6.896098459	7.935514535	8.292787024	4.367986732	13.06632579	11.97534022	8.936939618	8.792069784	1.84351342	7.881291486	11.32007201	7.010399274	6.560806923	17.23567581	7.522998369	5.962675991	16.33211306	11.33255188	4.515687612	11.916519	8.594326875	4.230475955	6.727547812	2.401349679	2.602965725	1.952059429	3.747683913	1.191140087	4.641684112	4.613533678
SD_QD_2023_07_80_normal_bin_3_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.376762351	0	0	0	0	3.895128353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.047733381	2.378340225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895509717	0.882482172	0	0	0	0	1.537164063	0	0	0	0.991466036	1.352011695	0	0	1.098990578	1.174306378	1.441031822	1.101244853	1.014171308	0	1.832831069	1.220041917	2.171832048	1.742257773	0	0	2.407916598	1.24367535	1.903667508	2.607787129	5.962121045	2.697783217	2.952250686	5.050367261	6.841616171	8.04522907	5.431181575	3.651795279	1.107356509	4.290723201	5.752600642	8.381249185	1.704027122	2.859679833	1.798746273	1.493074294	1.897854572	3.140304174	0	0	0	3.903204935	5.963884778	5.077854918	0	1.123713197	1.872071465	0	0.926502896	1.347516249	0	1.988098595	0	0.947931354	0	1.535594412	1.217115756	0	0	0	0.872888248	5.610691508	2.450475754	2.082681592	3.500572065	5.428070514	9.268048885	1.826797702	3.878196445	4.739035572	5.085273633	7.708540034	5.190107594	0	5.772729862	5.858313352	2.164579344	2.504791679	7.169962406	2.414108245	3.14362609	4.847285035	4.422820644	3.183376401	5.834035506	2.143934932	1.242219438	3.875289717	1.144040611	0	0	1.026135066	1.143067887	2.970379057	1.192098905
SD_QD_2023_07_80_normal_bin_5_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.560126336	2.217986728	3.590731257	2.551081353	0	0	0.820919894	2.520608429	3.388307261	1.372498494	0	1.074383125	2.332726282	1.767574757	1.907694923	1.78368085	1.220912951	1.270595408	2.106426068	2.067732845	2.391002786	2.300783253	2.002215077	2.935979197	1.252568045	0	1.592298296	0	0	0	0.909675091	1.982396034	1.76109468	0.969832949	1.201285163	1.973209535	2.135747229	2.736993622	2.294924502	1.117545021	2.915561227	2.43173439	1.66188207	2.032809429	1.518062278	1.224417765	0.997779769	1.085634457	1.448687683	0	0	0	1.392149574	2.896034046	3.513162809	0.960002343	0	1.890662359	1.558336365	1.233361961	1.047971109	1.063440347	3.879395763	1.301995098	2.433003785	1.756829354	4.108882946	4.925913152	1.962579624	1.810175731	2.503297644	1.886422599	4.923811568	2.99407049	4.655830675	5.823861324	7.164038783	6.181615376	4.809992681	2.772645252	6.490151477	4.737534148	6.201213294	6.102556862	2.029556681	5.353340329	6.995611655	5.120426674	2.300563368	6.953579659	4.099486115	10.12147968	5.718653146	6.443559544	3.432264395	6.66363427	4.06006109	2.133658999	4.414549675	1.332607113	2.550389448	1.55376162	2.895231672	2.142993074	3.650212927	3.16106213
SD_QD_2023_07_80_ultra_bin_11_275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.460886616	1.773831926	2.312521408	1.28871883	0	0	0	1.767315926	1.655398046	1.174293583	0	0.95039567	2.12988634	1.625569436	1.344160454	2.073688541	1.517153911	2.379282184	2.081442306	1.248695005	1.662008457	2.53960363	1.969730483	2.652368022	1.569523971	0	0	1.493479603	2.141300186	1.146320346	0	0	1.211351723	0	1.263714567	2.464731543	2.183492699	1.382612067	0	0	2.525669985	3.119076888	2.072891617	0	0	0.96795416	0	0	1.727592725	0	1.053630394	0	1.624849085	3.992914666	3.283318998	0.955863937	0	0	0	0	0	0	1.176417351	0	0.697580554	0	1.311980474	1.113001585	0	0	0	0	3.600518984	2.163392456	2.100572831	4.578640531	3.525625951	3.293438184	2.46620419	1.221301971	5.948521425	4.969111102	6.280358595	5.049143735	0	4.739024489	8.01984554	2.068188521	0.944079246	5.40094322	3.377466551	3.140319303	6.651332053	5.135423131	2.511010569	6.686350186	2.259301199	1.258334623	3.300435713	0.926140877	0	0	2.615635212	0	1.324859937	2.192166217
ZJ_NB_2021_05_15_bin_14_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4632686	3.967788053	11.15833834	12.93345395	12.75409595	11.91404635	13.59261318	10.45466691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.761551736	5.244414209	6.443761014	1.272612443	5.445148747	9.733922341	5.247764126	2.825928344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_2_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.309607324	0	0	0	0	4.761386928	10.92592969	4.513432795	8.85019611	13.02045868	11.65162761	12.89937123	15.40178265	15.52159743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.65566032	12.48637642	8.722385316	6.247909046	10.68533792	22.79927327	12.65926808	8.509534215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.487279582	0	0	0	0	1.666309185	0	0	0	0	0	1.793809596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_21_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.11098205	8.097563782	18.48476606	21.84025073	15.40984327	27.979778	34.61553003	41.45433494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.305132254	9.907581353	7.140933314	15.6928389	6.570680077	13.82767341	8.023782919	8.491204372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_8_FJ_XM_2021_04_15_bin_1_296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.79859833	3.707971455	14.04152106	15.48185992	11.21545047	14.36649151	18.41133277	14.20102458	0	0	0	0	0	0	0	24.56747042	1.498649528	3.751470527	0	3.678416259	1.697660175	0	0	39.68354752	35.13370266	38.16136176	56.80709695	33.77789665	64.28850405	25.19818272	43.86868337	21.75737411	9.825069017	5.897326589	6.258787925	11.99862367	35.99263428	10.15298935	19.28837059	6.492672569	6.403038715	5.254852026	5.531720246	5.431586735	6.181146882	6.877193974	5.846489862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_1_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.598457894	3.987202521	5.237712446	6.965607067	4.225402875	9.463317153	3.346738102	3.624470296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_12_319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822745413	0	1.177402006	1.232498677	0	0.99479707	1.496781747	1.247769434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.690725994	8.398075965	8.22787223	9.186349009	6.784420162	15.27192769	5.766328463	13.70019666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_13_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.874007903	6.242130041	13.2360711	4.55065254	11.75746617	8.331607017	5.98124769	6.178827127	0	0	0	0	0	0	0	0	0	1.507016331	0	0.905954121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841836421	0	0	0	0	0	0	0	0	0	0	0	0.99182891	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_15_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.734220705	1.554717765	0	0	0	0	0	1.10925185	0	2.650393523	2.852394393	0	4.646508979	3.790315337	6.947330186	0	0	0	0	0	0	0	2.348941901	0	0	0	0	0	0	0	4.570776926	3.609704482	14.96272086	0	12.16462157	4.53756468	3.047795335	24.92971007	0	0	0	0	0	0.890617685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.334260127	6.309039207	6.539353557	4.62329739	0.855341417	0	1.705320922	3.914252762	4.759972428	2.097268611	0	2.473244286	5.48124511	5.387080466	2.506041285	4.015662252	1.913359701	1.776976109	3.172833551	3.632778267	3.43968888	3.72944442	2.756825723	3.503743442	1.510356507	0	3.347836813	1.199397983	1.072030384	0	1.966388725	2.157271446	2.329877421	1.006387399	4.299062299	4.132253901	5.29917188	2.885335895	1.664361323	3.041303256	7.610753234	5.455593262	2.000111278	1.431070738	3.020212289	1.753502855	0	1.100775099	1.244320361	0	0	0	2.088659366	5.680255701	6.381443729	2.061221942	1.842002937	4.672215028	4.58262539	4.703426624	4.129547573	0	1.879434508	0.910566953	1.189250886	1.109029669	2.945993099	4.178706327	1.025791117	0.995488375	0.976985686	0	2.831100409	1.201872189	3.341678772	1.393497486	4.979946739	3.721392331	1.353759549	0	1.523628009	1.508860342	2.940543695	1.217267692	1.086790464	1.333338022	1.587206751	2.398833938	0	1.96376154	0	7.49003549	1.1937401	2.462448822	1.117275546	2.035944561	0	0	1.201011526	0	1.02185591	0	0	0	0	0.898937297
ZJ_WZ_2021_05_15_bin_5_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.134754695	1.782485088	0	0	0	0	0	4.579152672	1.55321027	4.85918296	6.172875596	5.240684602	5.676748497	6.215991679	5.728049312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.167366584	6.711034298	7.05951551	1.632858881	6.847778877	13.86593096	6.52817727	4.283752772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.600565717	1.009313498	0	1.102838106	1.593951195	0.878470144	1.669455302	0	0	1.332816197	1.616741275	0	1.031759353	2.095133455	1.414169158	1.641418113	1.305233869	2.20008563	0	0	0	0	0.986523557	1.233371582	0	0	0	0	0	0	0	0	1.254140021	1.624047791	1.415213291	1.155470648	0	1.345848425	1.675812632	0	0	0.981671198	1.189490528	1.035490679	0	0	0.980284745	0	0	1.306308795	1.267218764	1.36251813	0.853327849	1.623856682	0	0	0.809247572	0	1.798696885	0	0	1.363944236	1.6516858	1.022491124	1.029677183	0	0	0	1.440189985	1.095154459	0	1.52861451	0	0	0.960032286
